0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00, 5.000000000000000000e+00, 5.000000000000000000e+00, 5.000000000000000000e+00, 5.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 5.000000000000000000e+00, 6.000000000000000000e+00, 7.000000000000000000e+00, 7.000000000000000000e+00, 7.000000000000000000e+00
0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00, 7.000000000000000000e+00, 9.000000000000000000e+00, 1.000000000000000000e+01, 1.100000000000000000e+01, 1.100000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00, 8.000000000000000000e+00, 1.100000000000000000e+01, 1.300000000000000000e+01, 1.400000000000000000e+01, 1.500000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 5.000000000000000000e+00, 1.000000000000000000e+01, 1.500000000000000000e+01, 1.800000000000000000e+01, 2.000000000000000000e+01, 2.100000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 5.000000000000000000e+00, 1.200000000000000000e+01, 1.800000000000000000e+01, 2.300000000000000000e+01, 2.600000000000000000e+01, 2.800000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 6.000000000000000000e+00, 1.400000000000000000e+01, 2.300000000000000000e+01, 3.000000000000000000e+01, 3.500000000000000000e+01, 3.800000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 6.000000000000000000e+00, 1.600000000000000000e+01, 2.700000000000000000e+01, 3.700000000000000000e+01, 4.400000000000000000e+01, 4.900000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 7.000000000000000000e+00, 1.900000000000000000e+01, 3.400000000000000000e+01, 4.700000000000000000e+01, 5.800000000000000000e+01, 6.500000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 7.000000000000000000e+00, 2.100000000000000000e+01, 3.900000000000000000e+01, 5.700000000000000000e+01, 7.100000000000000000e+01, 8.200000000000000000e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 8.000000000000000000e+00, 2.400000000000000000e+01, 4.700000000000000000e+01, 7.000000000000000000e+01, 9.000000000000000000e+01, 1.050000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 8.000000000000000000e+00, 2.700000000000000000e+01, 5.400000000000000000e+01, 8.400000000000000000e+01, 1.100000000000000000e+02, 1.310000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 9.000000000000000000e+00, 3.000000000000000000e+01, 6.400000000000000000e+01, 1.010000000000000000e+02, 1.360000000000000000e+02, 1.640000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 9.000000000000000000e+00, 3.300000000000000000e+01, 7.200000000000000000e+01, 1.190000000000000000e+02, 1.630000000000000000e+02, 2.010000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+01, 3.700000000000000000e+01, 8.400000000000000000e+01, 1.410000000000000000e+02, 1.990000000000000000e+02, 2.480000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+01, 4.000000000000000000e+01, 9.400000000000000000e+01, 1.640000000000000000e+02, 2.350000000000000000e+02, 3.000000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.100000000000000000e+01, 4.400000000000000000e+01, 1.080000000000000000e+02, 1.920000000000000000e+02, 2.820000000000000000e+02, 3.640000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.100000000000000000e+01, 4.800000000000000000e+01, 1.200000000000000000e+02, 2.210000000000000000e+02, 3.310000000000000000e+02, 4.360000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.200000000000000000e+01, 5.200000000000000000e+01, 1.360000000000000000e+02, 2.550000000000000000e+02, 3.910000000000000000e+02, 5.220000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.200000000000000000e+01, 5.600000000000000000e+01, 1.500000000000000000e+02, 2.910000000000000000e+02, 4.540000000000000000e+02, 6.180000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.300000000000000000e+01, 6.100000000000000000e+01, 1.690000000000000000e+02, 3.330000000000000000e+02, 5.320000000000000000e+02, 7.330000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.300000000000000000e+01, 6.500000000000000000e+01, 1.850000000000000000e+02, 3.770000000000000000e+02, 6.120000000000000000e+02, 8.600000000000000000e+02
0.000000000000000000e+00, 1.000000000000000000e+00, 1.400000000000000000e+01, 7.000000000000000000e+01, 2.060000000000000000e+02, 4.270000000000000000e+02, 7.090000000000000000e+02, 1.009000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.400000000000000000e+01, 7.500000000000000000e+01, 2.250000000000000000e+02, 4.800000000000000000e+02, 8.110000000000000000e+02, 1.175000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.500000000000000000e+01, 8.000000000000000000e+01, 2.490000000000000000e+02, 5.400000000000000000e+02, 9.310000000000000000e+02, 1.367000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.500000000000000000e+01, 8.500000000000000000e+01, 2.700000000000000000e+02, 6.030000000000000000e+02, 1.057000000000000000e+03, 1.579000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000000e+01, 9.100000000000000000e+01, 2.970000000000000000e+02, 6.740000000000000000e+02, 1.206000000000000000e+03, 1.824000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000000e+01, 9.600000000000000000e+01, 3.210000000000000000e+02, 7.480000000000000000e+02, 1.360000000000000000e+03, 2.093000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.700000000000000000e+01, 1.020000000000000000e+02, 3.510000000000000000e+02, 8.310000000000000000e+02, 1.540000000000000000e+03, 2.400000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.700000000000000000e+01, 1.080000000000000000e+02, 3.780000000000000000e+02, 9.180000000000000000e+02, 1.729000000000000000e+03, 2.738000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000000e+01, 1.140000000000000000e+02, 4.110000000000000000e+02, 1.014000000000000000e+03, 1.945000000000000000e+03, 3.120000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000000e+01, 1.200000000000000000e+02, 4.410000000000000000e+02, 1.115000000000000000e+03, 2.172000000000000000e+03, 3.539000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.900000000000000000e+01, 1.270000000000000000e+02, 4.780000000000000000e+02, 1.226000000000000000e+03, 2.432000000000000000e+03, 4.011000000000000000e+03
0.000000000000000000e+00, 1.000000000000000000e+00, 1.900000000000000000e+01, 1.330000000000000000e+02, 5.110000000000000000e+02, 1.342000000000000000e+03, 2.702000000000000000e+03, 4.526000000000000000e+03
